id,name,order_number,customer_id,created_at,updated_at,processed_at,closed_at,cancelled_at,financial_status,fulfillment_status,email,subtotal_price,total_discounts,total_tax,total_shipping_price_set_shop_money_amount,total_tip_received,total_price,currency,source_name,landing_site,landing_site_ref,cart_token,note_attributes,client_details_browser_width,client_details_user_agent,browser_ip,test,tags,note,discount_codes,shipping_address_country_code,shipping_address_province_code,billing_address_country_code
5004871,#05871,5871,729,2026-11-22T22:19:00+00:00,2026-11-22T22:19:00+00:00,2026-11-22T22:19:00+00:00,2026-11-29T22:19:00+00:00,,paid,fulfilled,whitekurt@example.org,1166.71,38.56,90.25,7.95,0.0,1226.35,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c5e47,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",1456,Mozilla/5.0 (desktop) Edge/120.0,0.0.0.0,False,,,[],US,MA,US
5004872,#05872,5872,3066,2026-11-22T13:10:00+00:00,2026-11-22T13:10:00+00:00,2026-11-22T13:10:00+00:00,2026-11-29T13:10:00+00:00,,paid,fulfilled,taylorkyle@example.com,526.95,13.47,41.07,9.95,0.0,564.5,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c5e48,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",361,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,WA,US
5004873,#05873,5873,447,2026-11-22T02:57:00+00:00,2026-11-22T02:57:00+00:00,2026-11-22T02:57:00+00:00,,,refunded,,rhatfield@example.com,1149.82,26.57,89.87,9.95,0.0,1223.07,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e49,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1437,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,TX,US
5004874,#05874,5874,1754,2026-11-22T13:53:00+00:00,2026-11-22T13:53:00+00:00,2026-11-22T13:53:00+00:00,2026-11-29T13:53:00+00:00,,paid,fulfilled,xbradford@example.com,205.33,4.37,16.08,7.95,0.0,224.99,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e4a,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",773,Mozilla/5.0 (tablet) Chrome/120.0,0.0.0.0,False,,,[],US,GA,US
5004875,#05875,5875,1619,2026-11-22T01:38:00+00:00,2026-11-22T01:38:00+00:00,2026-11-22T01:38:00+00:00,2026-11-29T01:38:00+00:00,,paid,fulfilled,john63@example.com,146.72,3.89,11.43,0.0,0.0,154.26,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c5e4b,[],365,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],CA,ON,CA
5004876,#05876,5876,2280,2026-11-22T17:31:00+00:00,2026-11-22T17:31:00+00:00,2026-11-22T17:31:00+00:00,2026-11-29T17:31:00+00:00,,paid,fulfilled,tthompson@example.com,31.0,0.31,2.46,7.95,0.0,41.1,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e4c,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",361,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,TX,US
5004877,#05877,5877,1966,2026-11-22T22:01:00+00:00,2026-11-22T22:01:00+00:00,2026-11-22T22:01:00+00:00,2026-11-29T22:01:00+00:00,,paid,fulfilled,millerdavid@example.net,199.89,6.56,15.46,7.95,0.0,216.74,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e4d,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",775,Mozilla/5.0 (tablet) Chrome/120.0,0.0.0.0,False,,,[],CA,BC,CA
5004878,#05878,5878,3027,2026-11-23T07:23:00+00:00,2026-11-23T07:23:00+00:00,2026-11-23T07:23:00+00:00,2026-11-30T07:23:00+00:00,,paid,fulfilled,ashley63@example.net,270.46,8.67,20.94,7.95,0.0,290.68,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c5e4e,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",362,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,MA,US
5004879,#05879,5879,2868,2026-11-23T15:33:00+00:00,2026-11-23T15:33:00+00:00,2026-11-23T15:33:00+00:00,2026-11-30T15:33:00+00:00,,paid,fulfilled,marcortiz@example.com,277.15,5.93,21.7,7.95,0.0,300.87,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e4f,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1447,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,NY,US
5004880,#05880,5880,2024,2026-11-23T03:32:00+00:00,2026-11-23T03:32:00+00:00,2026-11-23T03:32:00+00:00,2026-11-30T03:32:00+00:00,,paid,fulfilled,brooke58@example.net,355.02,6.61,27.88,0.0,0.0,376.29,USD,web,https://northwindco.com/collections/google_ads,https://google.com,cart_00000000004c5e50,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",372,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],GB,SCT,GB
5004881,#05881,5881,2596,2026-11-23T21:43:00+00:00,2026-11-23T21:43:00+00:00,2026-11-23T21:43:00+00:00,2026-11-30T21:43:00+00:00,,paid,fulfilled,mary00@example.net,265.72,6.92,20.71,14.95,0.0,294.46,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e51,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",386,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,NY,US
5004882,#05882,5882,129,2026-11-23T13:55:00+00:00,2026-11-23T13:55:00+00:00,2026-11-23T13:55:00+00:00,2026-11-30T13:55:00+00:00,,paid,fulfilled,andersonrussell@example.net,352.34,11.58,27.26,9.95,0.0,377.97,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e52,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",365,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,TX,US
5004883,#05883,5883,1650,2026-11-23T08:58:00+00:00,2026-11-23T08:58:00+00:00,2026-11-23T08:58:00+00:00,2026-11-30T08:58:00+00:00,,paid,fulfilled,mary22@example.com,54.11,2.07,4.16,0.0,0.0,56.2,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e53,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1436,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],CA,BC,CA
5004884,#05884,5884,763,2026-11-23T08:19:00+00:00,2026-11-23T08:19:00+00:00,2026-11-23T08:19:00+00:00,2026-11-30T08:19:00+00:00,,paid,fulfilled,raymond24@example.com,674.46,9.37,53.21,0.0,0.0,718.3,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c5e54,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",375,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],CA,ON,CA
5004885,#05885,5885,1017,2026-11-23T12:25:00+00:00,2026-11-23T12:25:00+00:00,2026-11-23T12:25:00+00:00,2026-11-30T12:25:00+00:00,,paid,fulfilled,dwhite@example.org,1066.79,34.87,82.56,7.95,0.0,1122.43,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e55,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",392,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,FL,US
5004886,#05886,5886,2584,2026-11-23T18:51:00+00:00,2026-11-23T18:51:00+00:00,2026-11-23T18:51:00+00:00,2026-11-30T18:51:00+00:00,,paid,fulfilled,unelson@example.org,377.69,11.76,29.28,0.0,0.0,395.21,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c5e56,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",1423,Mozilla/5.0 (desktop) Safari/120.0,0.0.0.0,False,,,[],US,WA,US
5004887,#05887,5887,909,2026-11-23T12:07:00+00:00,2026-11-23T12:07:00+00:00,2026-11-23T12:07:00+00:00,2026-11-30T12:07:00+00:00,,paid,fulfilled,turnermichael@example.com,477.24,20.03,36.57,0.0,0.0,493.78,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c5e57,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",376,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],CA,QC,CA
5004888,#05888,5888,2993,2026-11-23T18:08:00+00:00,2026-11-23T18:08:00+00:00,2026-11-23T18:08:00+00:00,2026-11-30T18:08:00+00:00,,paid,fulfilled,stevencollins@example.org,153.66,6.67,11.76,7.95,0.0,166.7,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c5e58,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",369,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,CA,US
5004889,#05889,5889,1094,2026-11-23T13:08:00+00:00,2026-11-23T13:08:00+00:00,2026-11-23T13:08:00+00:00,2026-11-30T13:08:00+00:00,,paid,fulfilled,seangates@example.net,348.75,7.29,27.32,0.0,0.0,368.78,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c5e59,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",355,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,IL,US
5004890,#05890,5890,1306,2026-11-23T21:51:00+00:00,2026-11-23T21:51:00+00:00,2026-11-23T21:51:00+00:00,2026-11-30T21:51:00+00:00,,paid,fulfilled,qwells@example.net,186.45,6.6,14.39,9.95,0.0,204.19,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c5e5a,[],1430,Mozilla/5.0 (desktop) Safari/120.0,0.0.0.0,False,,,[],US,CO,US
5004891,#05891,5891,2716,2026-11-23T16:42:00+00:00,2026-11-23T16:42:00+00:00,2026-11-23T16:42:00+00:00,,,refunded,,brittanyserrano@example.org,141.81,5.21,10.93,0.0,0.0,147.53,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c5e5b,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",1458,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,OR,US
5004892,#05892,5892,1849,2026-11-23T00:28:00+00:00,2026-11-23T00:28:00+00:00,2026-11-23T00:28:00+00:00,2026-11-30T00:28:00+00:00,,paid,fulfilled,kaylaclark@example.com,379.08,1.31,30.22,0.0,0.0,407.99,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e5c,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1436,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,TX,US
5004893,#05893,5893,2553,2026-11-23T00:51:00+00:00,2026-11-23T00:51:00+00:00,2026-11-23T00:51:00+00:00,2026-11-30T00:51:00+00:00,,paid,fulfilled,alejandra94@example.org,294.06,3.84,23.22,14.95,0.0,328.39,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e5d,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1425,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,vip,,[],US,NY,US
5004894,#05894,5894,3436,2026-11-23T11:42:00+00:00,2026-11-23T11:42:00+00:00,2026-11-23T11:42:00+00:00,2026-11-30T11:42:00+00:00,,paid,fulfilled,robert89@example.net,34.44,1.62,2.63,14.95,0.0,50.4,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c5e5e,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",756,Mozilla/5.0 (tablet) Safari/120.0,0.0.0.0,False,,,[],US,CO,US
5004895,#05895,5895,166,2026-11-23T19:05:00+00:00,2026-11-23T19:05:00+00:00,2026-11-23T19:05:00+00:00,2026-11-30T19:05:00+00:00,,paid,fulfilled,wattssamuel@example.com,187.19,5.79,14.51,7.95,0.0,203.86,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e5f,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",779,Mozilla/5.0 (tablet) Edge/120.0,0.0.0.0,False,,,[],US,FL,US
5004896,#05896,5896,885,2026-11-24T15:10:00+00:00,2026-11-24T15:10:00+00:00,2026-11-24T15:10:00+00:00,2026-12-01T15:10:00+00:00,,paid,fulfilled,wheelerwilliam@example.org,1372.88,37.99,106.79,0.0,0.0,1441.68,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e60,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1434,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],GB,ENG,GB
5004897,#05897,5897,988,2026-11-24T14:04:00+00:00,2026-11-24T14:04:00+00:00,2026-11-24T14:04:00+00:00,,,refunded,,goodwinsandra@example.com,719.4,26.64,55.43,0.0,0.0,748.19,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c5e61,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",1453,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],CA,ON,CA
5004898,#05898,5898,2290,2026-11-24T13:39:00+00:00,2026-11-24T13:39:00+00:00,2026-11-24T13:39:00+00:00,,,refunded,,james68@example.net,57.83,1.31,4.52,9.95,0.0,70.99,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e62,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",391,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,TX,US
5004899,#05899,5899,2907,2026-11-24T15:55:00+00:00,2026-11-24T15:55:00+00:00,2026-11-24T15:55:00+00:00,2026-12-01T15:55:00+00:00,,paid,fulfilled,daniel97@example.com,125.7,2.4,9.86,14.95,0.0,148.11,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c5e63,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",369,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,NY,US
5004900,#05900,5900,3345,2026-11-24T16:39:00+00:00,2026-11-24T16:39:00+00:00,2026-11-24T16:39:00+00:00,2026-12-01T16:39:00+00:00,,paid,fulfilled,grahamnicholas@example.com,14.94,0.16,1.18,9.95,0.0,25.91,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c5e64,[],1450,Mozilla/5.0 (desktop) Firefox/120.0,0.0.0.0,False,,,[],US,WA,US
5004901,#05901,5901,3189,2026-11-24T00:46:00+00:00,2026-11-24T00:46:00+00:00,2026-11-24T00:46:00+00:00,2026-12-01T00:46:00+00:00,,paid,fulfilled,lauramorris@example.net,139.58,4.58,10.8,0.0,0.0,145.8,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e65,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",374,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],GB,ENG,GB
5004902,#05902,5902,1673,2026-11-24T17:13:00+00:00,2026-11-24T17:13:00+00:00,2026-11-24T17:13:00+00:00,2026-12-01T17:13:00+00:00,,paid,fulfilled,lynnbailey@example.org,162.87,5.27,12.6,0.0,0.0,170.2,USD,web,https://northwindco.com/collections/google_ads,https://google.com,cart_00000000004c5e66,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",379,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,vip,,[],US,GA,US
5004903,#05903,5903,253,2026-11-24T01:47:00+00:00,2026-11-24T01:47:00+00:00,2026-11-24T01:47:00+00:00,2026-12-01T01:47:00+00:00,,paid,fulfilled,yhamilton@example.com,196.96,0.81,15.69,0.0,0.0,211.84,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c5e67,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",363,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,FL,US
5004904,#05904,5904,3481,2026-11-24T13:24:00+00:00,2026-11-24T13:24:00+00:00,2026-11-24T13:24:00+00:00,2026-12-01T13:24:00+00:00,,paid,fulfilled,williamsrobert@example.net,151.84,2.39,11.96,0.0,0.0,161.41,USD,web,https://northwindco.com/collections/google_ads,https://google.com,cart_00000000004c5e68,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1447,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,WA,US
5004905,#05905,5905,146,2026-11-24T09:48:00+00:00,2026-11-24T09:48:00+00:00,2026-11-24T09:48:00+00:00,,,refunded,,eolsen@example.com,1049.92,35.92,81.12,9.95,0.0,1105.07,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e69,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1424,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,OR,US
5004906,#05906,5906,2290,2026-11-24T09:11:00+00:00,2026-11-24T09:11:00+00:00,2026-11-24T09:11:00+00:00,2026-12-01T09:11:00+00:00,,paid,fulfilled,james68@example.net,219.32,5.77,17.08,0.0,0.0,230.63,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c5e6a,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",359,Mozilla/5.0 (mobile) Edge/120.0,0.0.0.0,False,,,[],US,TX,US
5004907,#05907,5907,1974,2026-11-24T19:39:00+00:00,2026-11-24T19:39:00+00:00,2026-11-24T19:39:00+00:00,2026-12-01T19:39:00+00:00,,paid,fulfilled,ralph90@example.com,155.34,0.67,12.37,0.0,0.0,167.04,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c5e6b,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",384,Mozilla/5.0 (mobile) Firefox/120.0,0.0.0.0,False,,,[],US,CA,US
5004908,#05908,5908,3133,2026-11-24T08:34:00+00:00,2026-11-24T08:34:00+00:00,2026-11-24T08:34:00+00:00,2026-12-01T08:34:00+00:00,,paid,fulfilled,ibarrakevin@example.org,754.57,7.07,59.79,7.95,0.0,815.24,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c5e6c,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",1430,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,vip,,[],US,MA,US
5004909,#05909,5909,548,2026-11-24T11:25:00+00:00,2026-11-24T11:25:00+00:00,2026-11-24T11:25:00+00:00,2026-12-01T11:25:00+00:00,,paid,fulfilled,antonio43@example.net,160.17,1.7,12.68,7.95,0.0,179.1,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e6d,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",357,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,OR,US
5004910,#05910,5910,202,2026-11-24T19:11:00+00:00,2026-11-24T19:11:00+00:00,2026-11-24T19:11:00+00:00,2026-12-01T19:11:00+00:00,,paid,fulfilled,deleonchristopher@example.org,319.71,8.38,24.9,7.95,0.0,344.18,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c5e6e,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",394,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,OR,US
5004911,#05911,5911,1091,2026-11-24T08:57:00+00:00,2026-11-24T08:57:00+00:00,2026-11-24T08:57:00+00:00,2026-12-01T08:57:00+00:00,,paid,fulfilled,jeremywheeler@example.net,172.76,6.29,13.32,7.95,0.0,187.74,USD,web,https://northwindco.com/collections/google_ads,https://google.com,cart_00000000004c5e6f,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1447,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,CA,US
5004912,#05912,5912,529,2026-11-24T04:34:00+00:00,2026-11-24T04:34:00+00:00,2026-11-24T04:34:00+00:00,2026-12-01T04:34:00+00:00,,paid,fulfilled,gabriel91@example.net,628.64,14.12,49.16,0.0,0.0,663.68,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e70,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1443,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,TX,US
5004913,#05913,5913,2380,2026-11-24T01:49:00+00:00,2026-11-24T01:49:00+00:00,2026-11-24T01:49:00+00:00,2026-12-01T01:49:00+00:00,,paid,fulfilled,saralee@example.org,317.08,13.81,24.27,9.95,0.0,337.49,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e71,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",1451,Mozilla/5.0 (desktop) Edge/120.0,0.0.0.0,False,,,[],AU,NSW,AU
5004914,#05914,5914,2192,2026-11-24T04:29:00+00:00,2026-11-24T04:29:00+00:00,2026-11-24T04:29:00+00:00,2026-12-01T04:29:00+00:00,,paid,fulfilled,michael17@example.org,494.44,15.48,38.32,7.95,0.0,525.23,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c5e72,[],1423,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,TX,US
5004915,#05915,5915,114,2026-11-25T01:01:00+00:00,2026-11-25T01:01:00+00:00,2026-11-25T01:01:00+00:00,2026-12-02T01:01:00+00:00,,paid,fulfilled,nicolehess@example.net,242.64,2.85,19.18,9.95,0.0,268.92,USD,web,https://northwindco.com/collections/referral,https://referral.com,cart_00000000004c5e73,"[{""name"": ""utm_source"", ""value"": ""referral""}, {""name"": ""utm_medium"", ""value"": ""referral""}]",376,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],CA,ON,CA
5004916,#05916,5916,169,2026-11-25T12:46:00+00:00,2026-11-25T12:46:00+00:00,2026-11-25T12:46:00+00:00,2026-12-02T12:46:00+00:00,,paid,fulfilled,mclaughlincolleen@example.com,221.08,6.36,17.17,14.95,0.0,246.84,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c5e74,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",1427,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,GA,US
5004917,#05917,5917,258,2026-11-25T01:41:00+00:00,2026-11-25T01:41:00+00:00,2026-11-25T01:41:00+00:00,2026-12-02T01:41:00+00:00,,paid,fulfilled,jeremybrown@example.net,408.11,13.8,31.54,0.0,0.0,425.85,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c5e75,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",367,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,CA,US
5004918,#05918,5918,2185,2026-11-25T14:23:00+00:00,2026-11-25T14:23:00+00:00,2026-11-25T14:23:00+00:00,2026-12-02T14:23:00+00:00,,paid,fulfilled,wrightpedro@example.net,533.73,15.73,41.45,7.95,0.0,567.4,USD,web,https://northwindco.com/collections/direct,,cart_00000000004c5e76,[],1429,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],US,OR,US
5004919,#05919,5919,795,2026-11-25T05:48:00+00:00,2026-11-25T05:48:00+00:00,2026-11-25T05:48:00+00:00,2026-12-02T05:48:00+00:00,,paid,fulfilled,esnyder@example.com,469.91,4.45,37.24,9.95,0.0,512.65,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e77,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",389,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],CA,BC,CA
5004920,#05920,5920,613,2026-11-25T05:42:00+00:00,2026-11-25T05:42:00+00:00,2026-11-25T05:42:00+00:00,,,partially_refunded,fulfilled,shanelopez@example.com,474.43,10.71,37.1,7.95,0.0,508.77,USD,web,https://northwindco.com/collections/meta,https://facebook.com,cart_00000000004c5e78,"[{""name"": ""utm_source"", ""value"": ""facebook""}, {""name"": ""utm_medium"", ""value"": ""cpc""}]",379,Mozilla/5.0 (mobile) Safari/120.0,0.0.0.0,False,,,[],US,CA,US
5004921,#05921,5921,2817,2026-11-25T20:48:00+00:00,2026-11-25T20:48:00+00:00,2026-11-25T20:48:00+00:00,2026-12-02T20:48:00+00:00,,paid,fulfilled,sarahmaldonado@example.com,327.24,11.78,25.24,0.0,0.0,340.7,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c5e79,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",381,Mozilla/5.0 (mobile) Chrome/120.0,0.0.0.0,False,,,[],US,NY,US
5004922,#05922,5922,1182,2026-11-25T08:03:00+00:00,2026-11-25T08:03:00+00:00,2026-11-25T08:03:00+00:00,2026-12-02T08:03:00+00:00,,paid,fulfilled,mullenstacy@example.org,84.56,1.17,6.67,7.95,0.0,98.01,USD,web,https://northwindco.com/collections/organic_search,https://google.com,cart_00000000004c5e7a,"[{""name"": ""utm_source"", ""value"": ""google""}, {""name"": ""utm_medium"", ""value"": ""organic""}]",1456,Mozilla/5.0 (desktop) Chrome/120.0,0.0.0.0,False,,,[],CA,BC,CA
